File,fLmax,fLavg,fRmax,fRavg,fmax,favg,std,var,SessionLength
2025_04_15.csv,6.7326206968,1.27735189991958,7.4853112616,1.34748781367459,13.4649692384,2.62483971359416,1.50671991867034,2.27020491331794,542.007
2025_04_15_1.csv,6.766685456,1.68127162870351,7.93646588189064,1.60488972053895,14.7031513378906,3.28616134924245,2.22103110955178,4.93297918959679,608.818
2025_04_16.csv,4.2097419928,0.747428823340259,4.3841481168,0.80373563064432,8.5439949896,1.55116445398458,1.44714766152303,2.09423635425157,280.923
2025_04_16_1.csv,5.3497547664,0.170709240706356,5.1070830464,0.144097521050005,10.4568378128,0.314806761756361,0.625332708053464,0.391040995761479,441.801
2025_04_30.csv,15.3346301032,0.689972497363223,10.7529880296,0.720187839620662,26.0876181328,1.41016033698389,1.65103631319842,2.72592090749982,328.794
2025_04_30_1.csv,4.9596656464,0.306303161811852,4.4711017032,0.381110292085827,8.8184181496,0.687413453897679,0.624569701827337,0.390087312440688,388.934
2025_04_30_3.csv,4.9217453552,1.0838373498886,5.739753168,1.22910319939835,10.5889238032,2.31294054928696,1.86306174530851,3.47099906683201,220.549
2025_10_09_Kito_cleaned.csv,17.63307602152,0.986764316325825,15.30161767744,1.25536879913844,32.93469369896,2.24213311546426,2.46030862100532,6.05311851059311,767.845
2025_11_05_Bono_cleaned.csv,5.83195481384,0.619240223807997,7.15075994608,0.53556182676334,12.94597380792,1.15480205057133,1.34791924572911,1.81688629300693,841.53
2025_11_05_Camden_cleaned.csv,3.7687171552,0.343345564623702,3.8232589292,0.420173556053267,7.5656677484,0.763519120676967,0.742076693094427,0.55067781843396,795.81
2025_11_05_Garett_cleaned.csv,8.25643580528,1.39352714533326,7.67307567,1.49987806398585,15.92951147528,2.89340520931911,2.22392237092248,4.94583071188945,617.69
2025_11_05_Rhiana_cleaned.csv,2.51178384368,0.365802198618246,2.62439712952,0.349504841582818,4.5401610852,0.715307040201065,0.717414855733382,0.514684075226949,650.579
2026_02_19_Bono_corrected.csv,7.92999925064,0.825836345744029,8.67791349168,0.674565663028947,16.60791274232,1.50040200877298,1.33306676525917,1.77706700063854,819.213
2026_02_19_Rhiana_corrected.csv,3.81168326136,0.680558172961462,3.33749364864,0.707794818142947,7.102003342,1.38835299110441,0.904636872645164,0.818367871349223,649.192
